,identifier.Id,identifier.fips,identifier.apn,identifier.attomId,address.country,address.countrySubd,address.line1,address.line2,address.locality,address.matchCode,address.oneLine,address.postal1,address.postal2,address.postal3,location.accuracy,location.latitude,location.longitude,location.distance,location.geoid,location.geoIdV4.CO,location.geoIdV4.CS,location.geoIdV4.DB,location.geoIdV4.SB,location.geoIdV4.ZI,vintage.lastModified,vintage.pubDate,location.geoIdV4.N4,identifier.apnOrig,location.geoIdV4.PL
482,2302652,34029,0701108000000003        C297,2302652,US,NJ,93 BRANDYWINE CT # 297,"BRICK, NJ 08724",BRICK,ExaStr,"93 BRANDYWINE CT # 297, BRICK, NJ 08724",08724,2070,C085,Rooftop,40.089151,-74.120893,0.0,"CO34029, CS3407420, DB3402220, RS0000059002, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,2020-11-27,2020-11-27,303c5e5c661bb217f10d48e56c8b4db9,0701108000000003C297,
483,2302653,34029,0701108000000003        C301,2302653,US,NJ,95 BRANDYWINE CT # 301,"BRICK, NJ 08724",BRICK,ExaStr,"95 BRANDYWINE CT # 301, BRICK, NJ 08724",08724,2070,C085,Rooftop,40.089068,-74.120995,0.0,"CO34029, CS3407420, DB3402220, RS0000059002, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,2020-11-27,2020-11-27,303c5e5c661bb217f10d48e56c8b4db9,0701108000000003C301,
484,2302676,34029,07  01192-  27-00070,2302676,US,NJ,25 KEATS RD,"BRICK, NJ 08724",BRICK,ExaStr,"25 KEATS RD, BRICK, NJ 08724",08724,8115,C074,Rooftop,40.083986,-74.132912,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
485,2302677,34029,07  01192-  29-00026,2302677,US,NJ,55 WHITMAN ST,"BRICK, NJ 08724",BRICK,ExaStr,"55 WHITMAN ST, BRICK, NJ 08724",08724,2448,C074,Rooftop,40.082316,-74.130664,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
486,2302678,34029,07  01192-  27-00044,2302678,US,NJ,112 CENTRAL BLVD,"BRICK, NJ 08724",BRICK,ExaStr,"112 CENTRAL BLVD, BRICK, NJ 08724",08724,2432,C074,Rooftop,40.085109,-74.136649,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
487,2302679,34029,07  01192-  21-00022,2302679,US,NJ,6 PHILLIPS RD,"BRICK, NJ 08724",BRICK,ExaStr,"6 PHILLIPS RD, BRICK, NJ 08724",08724,2441,C069,Rooftop,40.087221,-74.129587,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
488,2302680,34029,07  01192-  25-00002,2302680,US,NJ,5 BROOKE RD,"BRICK, NJ 08724",BRICK,ExaStr,"5 BROOKE RD, BRICK, NJ 08724",08724,2408,C069,Rooftop,40.086242,-74.130924,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
489,2302681,34029,07  01192-  27-00047,2302681,US,NJ,118 CENTRAL BLVD,"BRICK, NJ 08724",BRICK,ExaStr,"118 CENTRAL BLVD, BRICK, NJ 08724",08724,2432,C074,Rooftop,40.085156,-74.136128,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
490,2302682,34029,07  01192-  19-00029,2302682,US,NJ,8 TATE CT,"BRICK, NJ 08724",BRICK,ExaStr,"8 TATE CT, BRICK, NJ 08724",08724,2428,C028,Rooftop,40.087303,-74.132531,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-10-14,2022-10-14,eedd93b3ac80e116e48b209a6a0a64d2,,
491,2302683,34029,07  01192-  19-00071,2302683,US,NJ,41 DEKKER CT,"BRICK, NJ 08724",BRICK,ExaStr,"41 DEKKER CT, BRICK, NJ 08724",08724,2435,C034,Rooftop,40.087371,-74.134030,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
492,2302684,34029,07  01192-  31-00022,2302684,US,NJ,22 POE RD,"BRICK, NJ 08724",BRICK,ExaStr,"22 POE RD, BRICK, NJ 08724",08724,2443,C074,Rooftop,40.082981,-74.127179,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
493,2302685,34029,07  01192-  08-00084,2302685,US,NJ,53 SIDNEY CT,"BRICK, NJ 08724",BRICK,ExaStr,"53 SIDNEY CT, BRICK, NJ 08724",08724,2453,C074,Rooftop,40.086782,-74.138242,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,eedd93b3ac80e116e48b209a6a0a64d2,,
494,2302686,34029,07  01179-0000-00022,2302686,US,NJ,37 GREEN AVE,"BRICK, NJ 08724",BRICK,ExaStr,"37 GREEN AVE, BRICK, NJ 08724",08724,8138,C079,Rooftop,40.082768,-74.133313,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
495,2302687,34029,07  01179-0000-00025,2302687,US,NJ,35 GREEN AVE,"BRICK, NJ 08724",BRICK,ExaStr,"35 GREEN AVE, BRICK, NJ 08724",08724,8138,C079,Rooftop,40.082792,-74.133047,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
496,2302688,34029,07  01179-0000-00028,2302688,US,NJ,33 GREEN AVE,"BRICK, NJ 08724",BRICK,ExaStr,"33 GREEN AVE, BRICK, NJ 08724",08724,8138,C079,Rooftop,40.082804,-74.132781,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
497,2302689,34029,07  01179-0000-00017,2302689,US,NJ,34 PLEASANT AVE,"BRICK, NJ 08724",BRICK,ExaStr,"34 PLEASANT AVE, BRICK, NJ 08724",08724,8102,C079,Rooftop,40.083062,-74.132930,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
498,2302690,34029,07  01179-0000-00013,2302690,US,NJ,38 PLEASANT AVE,"BRICK, NJ 08724",BRICK,ExaStr,"38 PLEASANT AVE, BRICK, NJ 08724",08724,8102,C079,Rooftop,40.083049,-74.133221,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
499,2302691,34029,07  01178-0000-00012,2302691,US,NJ,33 MELODY AVE,"BRICK, NJ 08724",BRICK,ExaStr,"33 MELODY AVE, BRICK, NJ 08724",08724,8118,C079,Rooftop,40.082433,-74.132648,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
500,2302692,34029,07  01178-0000-00008,2302692,US,NJ,37 MELODY AVE,"BRICK, NJ 08724",BRICK,ExaStr,"37 MELODY AVE, BRICK, NJ 08724",08724,8118,C079,Rooftop,40.082415,-74.133033,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
501,2302693,34029,07  01179-0000-00005,2302693,US,NJ,6 PARK PL,"BRICK, NJ 08724",BRICK,ExaStr,"6 PARK PL, BRICK, NJ 08724",08724,8126,C079,Rooftop,40.082717,-74.133888,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
502,2302694,34029,07  01178-0000-00004,2302694,US,NJ,43 MELODY AVE,"BRICK, NJ 08724",BRICK,ExaStr,"43 MELODY AVE, BRICK, NJ 08724",08724,8118,C079,Rooftop,40.082398,-74.133389,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
503,2302695,34029,07  01179-0000-00009,2302695,US,NJ,42 PLEASANT AVE,"BRICK, NJ 08724",BRICK,ExaStr,"42 PLEASANT AVE, BRICK, NJ 08724",08724,8102,C079,Rooftop,40.083018,-74.133576,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"aa39c0905ea65584fc4c1d0bfa43c9c3,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
504,2520707,34029,07  01062-  01-00011,2520707,US,NJ,108 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"108 POPLAR WAY, BRICK, NJ 08724",08724,2502,C016,Rooftop,40.080181,-74.108169,0.0,"CO34029, CS3407420, DB3402220, RS0000299158, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,0bf73fcf11b00be5d444ebb3a36ac05e,,
505,2520708,34029,07  01064-0000-00007,2520708,US,NJ,146 ROOSEVELT DR,"BRICK, NJ 08724",BRICK,ExaStr,"146 ROOSEVELT DR, BRICK, NJ 08724",08724,2724,C010,Rooftop,40.082818,-74.105963,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
506,2520709,34029,07  01033-  29-00002,2520709,US,NJ,121 FREDE DR,"BRICK, NJ 08724",BRICK,ExaStr,"121 FREDE DR, BRICK, NJ 08724",08724,2707,C010,Rooftop,40.081826,-74.101575,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
507,2520710,34029,07  01062-  02-00012,2520710,US,NJ,123 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"123 POPLAR WAY, BRICK, NJ 08724",08724,2501,C016,Rooftop,40.080461,-74.107277,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
508,2520711,34029,07  01062-  02-00014,2520711,US,NJ,127 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"127 POPLAR WAY, BRICK, NJ 08724",08724,2501,C016,Rooftop,40.080900,-74.107307,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
509,2520712,34029,07  01062-  02-00011,2520712,US,NJ,121 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"121 POPLAR WAY, BRICK, NJ 08724",08724,2501,C016,Rooftop,40.080242,-74.107263,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
510,2520713,34029,07  01062-  02-00015,2520713,US,NJ,129 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"129 POPLAR WAY, BRICK, NJ 08724",08724,2501,C016,Rooftop,40.081119,-74.107322,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
511,2520714,34029,07  01062-  02-00010,2520714,US,NJ,119 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"119 POPLAR WAY, BRICK, NJ 08724",08724,2501,C016,Rooftop,40.080023,-74.107248,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
512,2520715,34029,07  01062-  02-00016,2520715,US,NJ,131 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"131 POPLAR WAY, BRICK, NJ 08724",08724,2501,C016,Rooftop,40.081339,-74.107336,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
513,2520716,34029,07  01062-  01-00002,2520716,US,NJ,124 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"124 POPLAR WAY, BRICK, NJ 08724",08724,2502,C016,Rooftop,40.080407,-74.107934,0.0,"CO34029, CS3407420, DB3402220, RS0000299158, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,0bf73fcf11b00be5d444ebb3a36ac05e,,
514,2520717,34029,07  01062-  01-00003,2520717,US,NJ,126 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"126 POPLAR WAY, BRICK, NJ 08724",08724,2502,C016,Rooftop,40.080648,-74.107961,0.0,"CO34029, CS3407420, DB3402220, RS0000299158, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,0bf73fcf11b00be5d444ebb3a36ac05e,,
515,2520718,34029,07  01062-  01-00004,2520718,US,NJ,128 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"128 POPLAR WAY, BRICK, NJ 08724",08724,2502,C016,Rooftop,40.080876,-74.107931,0.0,"CO34029, CS3407420, DB3402220, RS0000299158, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,0bf73fcf11b00be5d444ebb3a36ac05e,,
516,2520719,34029,07  01062-  02-00009,2520719,US,NJ,117 POPLAR WAY,"BRICK, NJ 08724",BRICK,ExaStr,"117 POPLAR WAY, BRICK, NJ 08724",08724,2501,C016,Rooftop,40.079810,-74.107213,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
517,2633836,34029,07  01026-  01-00023,2633836,US,NJ,167 DUCHESS LN,"BRICK, NJ 08724",BRICK,ExaStr,"167 DUCHESS LN, BRICK, NJ 08724",08724,3870,C047,Rooftop,40.074069,-74.097318,0.0,"CO34029, CS3407420, DB3402220, RS0000058979, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,27465c9ae5a7024f83f0999dee43dad7,,
518,2633837,34029,07  01026-  01-00012,2633837,US,NJ,201 DENNIS DR,"BRICK, NJ 08724",BRICK,ExaStr,"201 DENNIS DR, BRICK, NJ 08724",08724,3707,C047,Rooftop,40.074580,-74.100159,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
519,2638867,34029,07  00870-  22-00029-  20,2638867,US,NJ,11 BRUSHY NECK DR,"BRICK, NJ 08724",BRICK,ExaStr,"11 BRUSHY NECK DR, BRICK, NJ 08724",08724,4386,C070,Rooftop,40.061727,-74.110543,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
520,2638868,34029,07  00897-0000-00011,2638868,US,NJ,343 SHAWNEE DR,"BRICK, NJ 08724",BRICK,ExaStr,"343 SHAWNEE DR, BRICK, NJ 08724",08724,4420,C071,Rooftop,40.057748,-74.103164,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
521,2638869,34029,07  00893-0000-00001,2638869,US,NJ,365 SHAWNEE DR,"BRICK, NJ 08724",BRICK,ExaStr,"365 SHAWNEE DR, BRICK, NJ 08724",08724,4468,C071,Rooftop,40.057498,-74.101087,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2023-05-16,2023-05-16,,,
522,2638870,34029,07  00878-  01-00039,2638870,US,NJ,46 ISLAND DR,"BRICK, NJ 08724",BRICK,ExaStr,"46 ISLAND DR, BRICK, NJ 08724",08724,4432,C071,Rooftop,40.054462,-74.106350,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
523,2638871,34029,07  00870-  22-00029-  16,2638871,US,NJ,3 BRUSHY NECK DR,"BRICK, NJ 08724",BRICK,ExaStr,"3 BRUSHY NECK DR, BRICK, NJ 08724",08724,4386,C070,Rooftop,40.060670,-74.110589,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,"53bd123c0708f40f4ccacec2a40fc6a4,77f11cd01f2162689f97758fc8213ad1",bbf1588b6024916eaa79f0b79f8d4121,2022-12-14,2022-12-14,,,
