,saleamt,saleTransDate,identifier.Id,identifier.fips,identifier.apn,identifier.attomId,lot.lotSize1,address.country,address.countrySubd,address.line1,address.line2,address.locality,address.matchCode,address.oneLine,address.postal1,address.postal2,address.postal3,location.accuracy,location.latitude,location.longitude,location.distance,location.geoid,location.geoIdV4.CO,location.geoIdV4.CS,location.geoIdV4.DB,location.geoIdV4.N4,location.geoIdV4.SB,location.geoIdV4.ZI,summary.propclass,summary.propsubtype,summary.proptype,summary.yearbuilt,summary.propLandUse,summary.propIndicator,building.size.universalsize,building.rooms.bathstotal,building.rooms.beds,vintage.lastModified,vintage.pubDate,identifier.apnOrig,location.geoIdV4.PL
82,,,649623,34029,07  01170-  04-00011,649623,0.1928375,US,NJ,131 WALTER RD,"BRICK, NJ 08724",BRICK,ExaStr,"131 WALTER RD, BRICK, NJ 08724",08724,3043,C027,Rooftop,40.075089,-74.132181,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1960.0,SFR,10,1460,2.0,4.0,,,,
83,362000.0,2023-01-25,649624,34029,07  01192-  25-00015,649624,0.1147842,US,NJ,18 FLETCHER ST,"BRICK, NJ 08724",BRICK,ExaStr,"18 FLETCHER ST, BRICK, NJ 08724",08724,2413,C028,Rooftop,40.086004,-74.131023,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,eedd93b3ac80e116e48b209a6a0a64d2,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1970.0,SFR,10,1370,2.0,2.0,2023-03-09,2023-03-09,,
84,190000.0,2009-08-20,675512,34029,0701108000000003        C296,675512,0.1193067,US,NJ,81 BRANDYWINE CT # 296,"BRICK, NJ 08724",BRICK,ExaStr,"81 BRANDYWINE CT # 296, BRICK, NJ 08724",08724,2070,C085,Rooftop,40.089165,-74.120778,0.0,"CO34029, CS3407420, DB3402220, RS0000059002, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,303c5e5c661bb217f10d48e56c8b4db9,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1987.0,CONDOMINIUM,11,1080,2.0,2.0,2022-11-04,2022-11-04,0701108000000003C296,
85,365000.0,2020-04-02,675515,34029,07  01179-0000-00019,675515,0.1721763,US,NJ,39 GREEN AVE,"BRICK, NJ 08724",BRICK,ExaStr,"39 GREEN AVE, BRICK, NJ 08724",08724,8138,C079,Rooftop,40.082745,-74.133579,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1985.0,SFR,10,2309,3.0,4.0,2022-10-05,2022-10-05,,
86,325000.0,2005-11-15,721198,34029,07  00869-  08-00011,721198,0.2295684,US,NJ,126 TIMOTHY ST,"BRICK, NJ 08724",BRICK,ExaStr,"126 TIMOTHY ST, BRICK, NJ 08724",08724,3632,C052,Rooftop,40.069896,-74.116545,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1958.0,SFR,10,1244,2.0,3.0,2022-10-27,2022-10-27,,
87,192000.0,2019-05-23,730385,34029,07  01399-  24-00075,730385,0.1836547,US,NJ,532 NEBRASKA AVE,"BRICK, NJ 08724",BRICK,ExaStr,"532 NEBRASKA AVE, BRICK, NJ 08724",08724,1220,R001,Rooftop,40.107464,-74.118879,0.0,"CO34029, CS3407420, DB3402220, RS0000288166, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9efd052de2574adee8539ca648939692,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1975.0,SFR,10,1740,2.0,4.0,2023-04-14,2023-04-14,,
88,309000.0,2006-07-13,755632,34029,07  01043-0000-00026,755632,0.1147842,US,NJ,26 ROOSEVELT DR,"BRICK, NJ 08724",BRICK,ExaStr,"26 ROOSEVELT DR, BRICK, NJ 08724",08724,3212,C010,Rooftop,40.077652,-74.105380,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1984.0,SFR,10,1625,2.0,5.0,2022-11-03,2022-11-03,,
89,182900.0,2000-07-10,778848,34029,07  01108-  04-00006,778848,0.1373967,US,NJ,68 RED MAPLE DR,"BRICK, NJ 08724",BRICK,ExaStr,"68 RED MAPLE DR, BRICK, NJ 08724",08724,2090,C085,Rooftop,40.090939,-74.126919,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1994.0,SFR,10,2071,3.0,4.0,2022-10-27,2022-10-27,,
90,275000.0,2016-06-24,787126,34029,07  01338-  15-00033,787126,0.2263085,US,NJ,224 16TH AVE,"BRICK, NJ 08724",BRICK,ExaStr,"224 16TH AVE, BRICK, NJ 08724",08724,1770,C081,Rooftop,40.095455,-74.094044,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1987.0,SFR,10,1809,2.0,3.0,2018-08-08,2018-08-08,,
91,149000.0,2003-11-20,789140,34029,07  01386-0000-00018-0000-C0124,789140,0.1322084,US,NJ,124 GREENWOOD LOOP RD,"BRICK, NJ 08724",BRICK,ExaStr,"124 GREENWOOD LOOP RD, BRICK, NJ 08724",08724,1258,C056,Rooftop,40.107619,-74.115769,0.0,"CO34029, CS3407420, DB3402220, RS0000415491, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,767ceac9942c698ce821627fae665002,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1040,1.0,2.0,2022-10-28,2022-10-28,,
92,188500.0,2019-08-30,885274,34029,07  01065-0000-00002,885274,0.2295684,US,NJ,136 HARDING DR,"BRICK, NJ 08724",BRICK,ExaStr,"136 HARDING DR, BRICK, NJ 08724",08724,2710,C010,Rooftop,40.082265,-74.105072,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1954.0,SFR,10,1162,1.0,3.0,2022-10-05,2022-10-05,,
93,429000.0,2020-07-02,885275,34029,07  01067-  04-00009,885275,0.3817034,US,NJ,416 DRISCOL DR,"BRICK, NJ 08724",BRICK,ExaStr,"416 DRISCOL DR, BRICK, NJ 08724",08724,2756,C079,Rooftop,40.085491,-74.102914,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1965.0,SFR,10,2331,3.0,5.0,2020-10-07,2020-10-07,,
94,410000.0,2023-04-24,885276,34029,07  01052-0000-00011,885276,0.1606979,US,NJ,111 ROOSEVELT DR,"BRICK, NJ 08724",BRICK,ExaStr,"111 ROOSEVELT DR, BRICK, NJ 08724",08724,2723,C010,Rooftop,40.079722,-74.105368,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1965.0,SFR,10,1397,1.0,3.0,2023-05-16,2023-05-16,,
95,176250.0,2005-04-18,885277,34029,07  01075-  91-00019,885277,0.2295684,US,NJ,444 20TH AVE,"BRICK, NJ 08724",BRICK,ExaStr,"444 20TH AVE, BRICK, NJ 08724",08724,2168,C046,Rooftop,40.088641,-74.107878,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1952.0,SFR,10,1227,1.0,4.0,2022-10-31,2022-10-31,,
96,336000.0,2018-07-16,885282,34029,07  01062-  01-00007,885282,0.309596,US,NJ,357 OLD SQUAN RD,"BRICK, NJ 08724",BRICK,ExaStr,"357 OLD SQUAN RD, BRICK, NJ 08724",08724,2541,C016,Rooftop,40.080923,-74.108305,0.0,"CO34029, CS3407420, DB3402220, RS0000299158, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,0bf73fcf11b00be5d444ebb3a36ac05e,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1970.0,SFR,10,1688,3.0,3.0,2019-11-12,2019-11-12,,
97,256000.0,2005-04-21,885283,34029,07  01043-0000-00028,885283,0.1147842,US,NJ,28 ROOSEVELT DR,"BRICK, NJ 08724",BRICK,ExaStr,"28 ROOSEVELT DR, BRICK, NJ 08724",08724,3212,C010,Rooftop,40.077785,-74.105427,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1975.0,SFR,10,1104,2.0,3.0,2022-10-27,2022-10-27,,
98,295000.0,2018-12-03,885284,34029,07  00902-  09-00002,885284,0.225,US,NJ,111 MIDSTREAMS RD,"BRICK, NJ 08724",BRICK,ExaStr,"111 MIDSTREAMS RD, BRICK, NJ 08724",08724,3729,C001,Rooftop,40.074997,-74.104812,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1958.0,SFR,10,1606,3.0,3.0,2022-10-05,2022-10-05,,
99,245000.0,2004-05-28,885286,34029,07  01046-0000-00020,885286,0.1652893,US,NJ,20 HOOVER DR,"BRICK, NJ 08724",BRICK,ExaStr,"20 HOOVER DR, BRICK, NJ 08724",08724,3208,C010,Rooftop,40.078234,-74.102813,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1956.0,SFR,10,1446,3.0,4.0,2022-09-30,2022-09-30,,
100,345000.0,2006-09-27,885291,34029,07  01051-0000-00013,885291,0.1606979,US,NJ,113 HARDING DR,"BRICK, NJ 08724",BRICK,ExaStr,"113 HARDING DR, BRICK, NJ 08724",08724,2709,C010,Rooftop,40.080121,-74.104479,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1953.0,SFR,10,1386,1.0,5.0,2022-10-05,2022-10-05,,
101,375000.0,2022-08-17,885292,34029,07  01051-0000-00025,885292,0.1606979,US,NJ,125 HARDING DR,"BRICK, NJ 08724",BRICK,ExaStr,"125 HARDING DR, BRICK, NJ 08724",08724,2709,C010,Rooftop,40.081274,-74.104509,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1955.0,SFR,10,1410,1.0,4.0,2022-09-13,2022-09-13,,
102,265000.0,2018-02-28,885293,34029,07  01051-0000-00011,885293,0.1606979,US,NJ,111 HARDING DR,"BRICK, NJ 08724",BRICK,ExaStr,"111 HARDING DR, BRICK, NJ 08724",08724,2709,C010,Rooftop,40.079929,-74.104474,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1955.0,SFR,10,1424,2.0,1.0,2019-01-31,2019-01-31,,
103,,2011-02-22,885294,34029,07  01051-0000-00027,885294,0.1606979,US,NJ,127 HARDING DR,"BRICK, NJ 08724",BRICK,ExaStr,"127 HARDING DR, BRICK, NJ 08724",08724,2709,C010,Rooftop,40.081466,-74.104514,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1955.0,SFR,10,1452,2.0,4.0,2022-04-18,2022-04-18,,
104,225000.0,2019-06-11,966361,34029,07  01210-  07-00005,966361,0.1147842,US,NJ,131 EVEREST DR S,"BRICK, NJ 08724",BRICK,ExaStr,"131 EVEREST DR S, BRICK, NJ 08724",08724,2027,C049,Rooftop,40.097608,-74.124376,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1980.0,SFR,10,1498,2.0,2.0,2022-10-05,2022-10-05,,
105,436200.0,2021-02-03,966362,34029,07  01262-0000-00001,966362,0.3398072,US,NJ,852 BURNT TAVERN RD,"BRICK, NJ 08724",BRICK,ExaStr,"852 BURNT TAVERN RD, BRICK, NJ 08724",08724,2038,C085,Rooftop,40.092363,-74.114996,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1970.0,SFR,10,2385,2.0,5.0,2022-10-05,2022-10-05,,
106,397500.0,2018-04-11,966363,34029,07  01386-  05-00003,966363,0.2370064,US,NJ,538 JESSICA LN,"BRICK, NJ 08724",BRICK,ExaStr,"538 JESSICA LN, BRICK, NJ 08724",08724,1484,R002,Rooftop,40.105540,-74.125355,0.0,"CO34029, CS3407420, DB3402220, RS0000285445, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,87b5208145447911e6f32b17ad3faad2,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1992.0,SFR,10,2066,3.0,4.0,2019-11-12,2019-11-12,,
107,365000.0,2015-11-20,966364,34029,07  01386-  04-00014,966364,0.2312902,US,NJ,500 ALEXANDER RD,"BRICK, NJ 08724",BRICK,ExaStr,"500 ALEXANDER RD, BRICK, NJ 08724",08724,1488,R002,Rooftop,40.103363,-74.125182,0.0,"CO34029, CS3407420, DB3402220, RS0000285445, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,87b5208145447911e6f32b17ad3faad2,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1994.0,SFR,10,2523,3.0,4.0,2019-09-07,2019-09-07,,
108,315000.0,2005-06-24,966369,34029,07  01421-  09-00004,966369,0.1721993,US,NJ,634 CAMPBELL PL,"BRICK, NJ 08724",BRICK,ExaStr,"634 CAMPBELL PL, BRICK, NJ 08724",08724,1208,R001,Rooftop,40.111557,-74.115842,0.0,"CO34029, CS3407420, DB3402220, RS0000288166, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9efd052de2574adee8539ca648939692,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1960.0,SFR,10,1220,2.0,3.0,2022-09-07,2022-09-07,,
109,245000.0,2005-06-23,966370,34029,07  01400-  25-00014,966370,0.1550046,US,NJ,529 NEBRASKA AVE,"BRICK, NJ 08724",BRICK,ExaStr,"529 NEBRASKA AVE, BRICK, NJ 08724",08724,1219,R001,Rooftop,40.107570,-74.118398,0.0,"CO34029, CS3407420, DB3402220, RS0000288166, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9efd052de2574adee8539ca648939692,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1965.0,SFR,10,836,1.0,3.0,2022-09-23,2022-09-23,,
110,500000.0,2022-03-05,966372,34029,07  01214-0000-01053,966372,0.1837006,US,NJ,634 HILLSIDE AVE,"BRICK, NJ 08724",BRICK,ExaStr,"634 HILLSIDE AVE, BRICK, NJ 08724",08724,1536,C066,Rooftop,40.099134,-74.110137,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,2002.0,SFR,10,1752,3.0,3.0,2022-10-05,2022-10-05,,
111,326500.0,2019-09-12,966373,34029,07  01108-  03-00009,966373,0.1388889,US,NJ,17 RED MAPLE DR,"BRICK, NJ 08724",BRICK,ExaStr,"17 RED MAPLE DR, BRICK, NJ 08724",08724,2094,C085,Rooftop,40.092882,-74.127139,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1994.0,SFR,10,1610,3.0,3.0,2023-04-14,2023-04-14,,
112,,,966379,34029,07  01388-  27-00046,966379,0.2295684,US,NJ,441 NEW YORK AVE,"BRICK, NJ 08724",BRICK,ExaStr,"441 NEW YORK AVE, BRICK, NJ 08724",08724,1415,R001,Rooftop,40.102682,-74.118319,0.0,"CO34029, CS3407420, DB3402220, RS0000288166, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9efd052de2574adee8539ca648939692,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1970.0,SFR,10,1570,2.0,4.0,,,,
113,320000.0,,966380,34029,07  01389-  28-00033,966380,0.2754821,US,NJ,448 NEW YORK AVE,"BRICK, NJ 08724",BRICK,ExaStr,"448 NEW YORK AVE, BRICK, NJ 08724",08724,1416,R001,Rooftop,40.102604,-74.119076,0.0,"CO34029, CS3407420, DB3402220, RS0000288166, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9efd052de2574adee8539ca648939692,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1966.0,SFR,10,1592,2.0,4.0,2018-05-11,2018-05-11,,
114,270000.0,2008-12-29,966381,34029,07  01388-  27-00041,966381,0.2295684,US,NJ,445 NEW YORK AVE,"BRICK, NJ 08724",BRICK,ExaStr,"445 NEW YORK AVE, BRICK, NJ 08724",08724,1415,R001,Rooftop,40.102853,-74.118599,0.0,"CO34029, CS3407420, DB3402220, RS0000288166, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9efd052de2574adee8539ca648939692,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1965.0,SFR,10,1314,1.0,3.0,2022-10-05,2022-10-05,,
115,,,966382,34029,07  01389-  28-00029,966382,0.1836547,US,NJ,454 NEW YORK AVE,"BRICK, NJ 08724",BRICK,ExaStr,"454 NEW YORK AVE, BRICK, NJ 08724",08724,1416,R001,Rooftop,40.102775,-74.119356,0.0,"CO34029, CS3407420, DB3402220, RS0000288166, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,9efd052de2574adee8539ca648939692,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1967.0,SFR,10,1308,1.0,3.0,,,,
116,230000.0,2015-09-16,966397,34029,07  01026-  02-00012,966397,0.2357668,US,NJ,104 MARCY PL,"BRICK, NJ 08724",BRICK,ExaStr,"104 MARCY PL, BRICK, NJ 08724",08724,3723,C047,Rooftop,40.075094,-74.103269,0.0,"CO34029, CS3407420, DB3402220, SB0000140917, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1957.0,SFR,10,1644,2.0,3.0,2019-07-31,2019-07-31,,
117,340000.0,2005-05-09,966398,34029,07  00902-  05-00015,966398,0.1721993,US,NJ,118 ARROWHEAD PARK DR,"BRICK, NJ 08724",BRICK,ExaStr,"118 ARROWHEAD PARK DR, BRICK, NJ 08724",08724,3704,C001,Rooftop,40.072766,-74.103067,0.0,"CO34029, CS3407420, DB3402220, RS0000442150, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,65500da01e37954580d420ddabe87829,"77f11cd01f2162689f97758fc8213ad1,53bd123c0708f40f4ccacec2a40fc6a4",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1960.0,SFR,10,1176,2.0,3.0,2022-10-27,2022-10-27,,
